conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1908231799437734326,Fri Apr 04 18:54:48 +0000 2025,1,Hey @grok Itna duplicate kyu ban rhe ho?? #ai #chatgpt #Ghibli,1908231799437734326,,,in,,0,1,0,https://x.com/undefined/status/1908231799437734326,1151149071115014144,
1908073154129617295,Fri Apr 04 08:24:24 +0000 2025,111,Keren banget emang kemampuan #ChatGPT dalam mengolah gambar dengan gaya #Ghibli studio. Tapi kayaknya ada yang salah deh sama gambar yang ini. Wkwkwk https://t.co/fSW6ViTGRf,1908073154129617295,https://pbs.twimg.com/ext_tw_video_thumb/1908073140514861056/pu/img/VSVAWSLePGcOaVWm.jpg,,in,,0,188,0,https://x.com/undefined/status/1908073154129617295,3024761466,
1907690999247450414,Thu Apr 03 07:05:54 +0000 2025,0,pengguna hanya dalam kurun waktu satu jam. Namun lonjakan pesat ini turut berdampak pada stabilitas sistem memicu sejumlah tantangan teknis. Dalam satu minggu terakhir ChatGPT mengalami beberapa gangguan operasional dan pemadaman kecil. #chatgpt #ghibli #AI #viral,1907691007858323674,,podcast_tyler,in,,0,0,0,https://x.com/undefined/status/1907691007858323674,1446295404287455238,
1907642290241433740,Thu Apr 03 03:52:18 +0000 2025,1,Ai makin powerful sebijaknya kita manusia dalam menggunakannya #ai #chatgpt #ghibli #anime #hayaomiyazaki #emje23 https://t.co/hc2NIKhbv3,1907642290241433740,https://pbs.twimg.com/ext_tw_video_thumb/1907642235430244352/pu/img/HyO8Vn21G4EGun-r.jpg,,in,,0,0,0,https://x.com/undefined/status/1907642290241433740,2331500856,
1907494961546932495,Wed Apr 02 18:06:53 +0000 2025,3,Ghibli photo trend abhi chal raha hai ya pura ho gaya Expert ki mane to ye Chetgpt AI ka data synchronize karne ka naya trika tha.... Baki aap sab samajhdar ho #Ghibli photo #chatgpt #AI,1907494961546932495,,,in,,0,0,0,https://x.com/undefined/status/1907494961546932495,340259459,
1907133300818288936,Tue Apr 01 18:09:46 +0000 2025,1,Ok #ghiblistyle #Ghibli art style #ChatGPT #Grok Ghibli vs Manga style #India https://t.co/j8h0jntHTC,1907133300818288936,https://pbs.twimg.com/media/Gnd_n0PXkAAuths.jpg,,in,,0,0,0,https://x.com/undefined/status/1907133300818288936,1400451580978073600,
1907067689300078938,Tue Apr 01 13:49:03 +0000 2025,1,Sabak Bernam or Ghibli? Aku je ke yang rasa tengah jadi extra dalam anime ni? Following the trend here s one for this year s Eid! #ai #chatgpt #ghibli https://t.co/IetrtA83lK,1907067689300078938,https://pbs.twimg.com/media/GndD8-0aQAA252Z.jpg,,in,,0,0,0,https://x.com/undefined/status/1907067689300078938,1760578036259528705,
1906714245477326933,Mon Mar 31 14:24:35 +0000 2025,1,Lagi viral ya #Ghibli #GhibliTrend #ChatGPT #ai #fufufafaAibNasional https://t.co/or57jSHqSf,1906714245477326933,https://pbs.twimg.com/media/GnYCfCpaYAAW1P6.jpg,,in,,0,0,0,https://x.com/undefined/status/1906714245477326933,239388854,
1906358755375317337,Sun Mar 30 14:52:00 +0000 2025,1,Khtam ho gya matter #Ghibli #ChatGPT https://t.co/CNkiwtGiIa,1906358755375317337,https://pbs.twimg.com/media/GnS_LaiaAAAbBfq.jpg,,in,,0,0,0,https://x.com/undefined/status/1906358755375317337,2268212210,
1906342020203020435,Sun Mar 30 13:45:30 +0000 2025,5,GPUs are melting #Ghibli #ChatGPT @sama https://t.co/hFu299rTdt,1906342020203020435,https://pbs.twimg.com/media/GnSv7LVa0AA_2HZ.jpg,,in,,0,0,0,https://x.com/undefined/status/1906342020203020435,1481943948163960841,
1906227582774976817,Sun Mar 30 06:10:46 +0000 2025,0,Mencoba Ai Ghibli ChatGPT... Riil keren banget cuuyy... Ckup detail hasilnya proses generate juga sat set #chatgpt #grok #ghibli #jakarta #lebaran #ai https://t.co/OnddoQRvi7,1906227582774976817,https://pbs.twimg.com/media/GnRHrGCbAAApNr0.jpg,,in,,0,0,0,https://x.com/undefined/status/1906227582774976817,1462712083305299970,
1905612684730798512,Fri Mar 28 13:27:23 +0000 2025,8,Mera Ghibli wala photo! ️ #Ghibli #GROK #ChatGPT https://t.co/vSw52YZIi0,1905612684730798512,https://pbs.twimg.com/media/GnIYozNbgAQYAmZ.jpg,,in,,0,0,0,https://x.com/undefined/status/1905612684730798512,1431229084365819912,
1905307007248466017,Thu Mar 27 17:12:44 +0000 2025,1,Anime bikinan Ghibli memang bagus banget tapi saya tipe fan yang menikmati sajian tersebut sebagai produk ekslusif mereka .. jadi saya tidak tertarik ikutan bikin ilustrasi AI bernuansa Ghibli seperti yang lagi heboh itu... #ChatGPT #anime #Ghibli,1905307007248466017,,,in,,0,1,0,https://x.com/undefined/status/1905307007248466017,213675115,
1905211599666987035,Thu Mar 27 10:53:37 +0000 2025,16,GM Ghibli PEPE $PEP #Ghibli #ChatGPT,1905211599666987035,,,in,,0,0,3,https://x.com/undefined/status/1905211599666987035,824834134111555584,
1905184047267233872,Thu Mar 27 09:04:08 +0000 2025,0,#NewProfilePic behti ganga mein haat dhona #ghibli #chatgpt https://t.co/moy3stdsoF,1905184047267233872,https://pbs.twimg.com/media/GnCSyooaYAAeZPK.jpg,,in,,0,0,0,https://x.com/undefined/status/1905184047267233872,1579134444824305665,
1928524268523937983,Fri May 30 18:49:50 +0000 2025,14,Ini kenapa AI ala-ala Ghibli itu rame karena 'Ghibli fans' ini melihat seni dari sekedar visual yang cakep memang itu yang menjadi daya tarik anime Ghibli tapi seni lebih dari sekedar itu. Makanya AI ini rame karena dari kacamata normies gambarnya visually appealing.,1928524268523937983,,,in,,0,1,1,https://x.com/undefined/status/1928524268523937983,1280812301323362305,
1928382992788955618,Fri May 30 16:34:09 +0000 2025,1,@ZulfaHaajidah Masa dia ga lihat berita trend AI ghibli yg rame ituu sii?! Dikecam keras tapi manusia satu ini justru bertindak berbeda,1928490121445154819,,ZulfaHaajidah,in,,0,0,0,https://x.com/undefined/status/1928490121445154819,1785323871287255040,
1928489005286359494,Fri May 30 16:29:43 +0000 2025,2,ini AI meresahkan banget. Musik itu seni. Seni ga bisa disatukan sama AI. Ini orang mau bawa xodiac kemana si?! Ga lihat berita apa orang-orang sensitif bgt sama AI? Padahal berita tentang trend AI ghibli beberapa bulan yang lalu rame banget,1928489005286359494,,,in,,0,0,0,https://x.com/undefined/status/1928489005286359494,1785323871287255040,
1928462730211852707,Fri May 30 14:59:52 +0000 2025,0,@zrein2356_ yg lebih parah lagi adalah ada yg pake AI ghibli terus jadiin pp ato apalah taunya ga nonton/ngikutin ghibli samsek wkwkwk bgst emg,1928466394330403167,,zrein2356_,in,,0,1,0,https://x.com/undefined/status/1928466394330403167,1013110802746781696,
1928451362188050582,Fri May 30 14:00:08 +0000 2025,228, cwe ghibli cwo ghibli Anime ghibli tu blabla Anime retro tu kyk blabla ga kyk anime skrg Wibu tu blablabla Semua kata nya bullshit asal ngomong sok elitis pdhl normies yg sok asyik mentalitas ikut an ada yg penyepong AI dan perusak fandom.,1928451362188050582,,,in,,2,1,67,https://x.com/undefined/status/1928451362188050582,1883306876206796800,
1928448180053479848,Fri May 30 13:47:29 +0000 2025,8,Lebih ngeselin lagi normies yg ngaku fans ghibli tapi make ai style ghibli hdh ingin berkata kasar ,1928448180053479848,,,in,,0,0,0,https://x.com/undefined/status/1928448180053479848,1308256381871349760,
1928445163099013617,Fri May 30 13:35:30 +0000 2025,0,Dah gitu ngomongin ghibli sambil pake ava ai ghibli ,1928445163099013617,,,in,,0,0,0,https://x.com/undefined/status/1928445163099013617,1580933339560566784,
1928441397444776155,Fri May 30 13:20:32 +0000 2025,0,aku bukan artist tapi muaaakk banget dan pengen ngeblok orang make ai ghibli. Kemaren pernah liat orang komen 'bukan salah ai dong kalo ai bisa ngalahin artist ya harusnya belajar lagi blablabla EH ANJENG ITU AI NYOLONG ART STYLE ORANG BANGSAAATTTT GAUSAH BANGGA BLOKK,1928441397444776155,,,in,,0,0,0,https://x.com/undefined/status/1928441397444776155,1562865968522571777,
1928411525150069170,Fri May 30 11:21:50 +0000 2025,1,Keluarga gue terang-terangan nunjukin hasil ai Ghibli ke gue yg artist ini ajg,1928411525150069170,,,in,,0,5,0,https://x.com/undefined/status/1928411525150069170,1758779876918865920,
1928380202029035599,Fri May 30 09:17:22 +0000 2025,0,Lah anjir ape ni?? Gw yg waktu itu niat cuma nyoba AI yg bisa editin gambar jadi ghibli trus gw post di sosmed dan temen gw yg literaly emg suka gambar² gitu langsung marahin gw jir lah ini malah si jeki yg ngepost ,1928380202029035599,,,in,,0,0,0,https://x.com/undefined/status/1928380202029035599,1542877697738964992,
1927967783595221218,Fri May 30 04:47:24 +0000 2025,34,@izzuan_rahim @affasyrn ai tak create 'art' daripada otak dia. dia disuap berjuta art supaya dia boleh belajar pattern lukisan manusia pixel by pixel. tu yang dia tau ghibli art ni macam mana. sebab dia copy,1928312261463949699,,izzuan_rahim,in,,0,1,5,https://x.com/undefined/status/1928312261463949699,1168058863259508736,
1927953426950017475,Fri May 30 01:33:40 +0000 2025,2,@ZynnShah42698 @BlueEyesWhite9D @adam_amanullah @drzul_albakri &gt; nama ibrani &gt; ghibli AI profile pic detik menegakkan benang yang basah,1928263509630144893,,ZynnShah42698,in,,0,1,0,https://x.com/undefined/status/1928263509630144893,1711396380936392704,
1928007266915209329,Thu May 29 08:35:27 +0000 2025,1,Makanya agak kocak pas bilang mau educate padahal yg harusnya dieducate ya lu padeeee. Dikira AI fungsinya buat generate gambar ghibli doang kali ya ,1928007266915209329,,,in,,0,0,0,https://x.com/undefined/status/1928007266915209329,732758623990898688,
1927937096599179605,Thu May 29 03:56:37 +0000 2025,2,Gw bilang mah tanpa dieducate jg vn udah educated koq masalah per-AI-an. Yg harusnya dieducate mah kita2 biar tau kalo AI tuh kagak cuman dipake buat generate gambar ghibli doang,1927937096599179605,,,in,,0,0,0,https://x.com/undefined/status/1927937096599179605,732758623990898688,
1927711742710239468,Wed May 28 13:01:09 +0000 2025,0,asw sejak kapan sih kata AI AI ini geser makna? perasaan sebutannya cocok kalo emang bisa bikin relu function di google colab ini semua dijadiin AI AI jirlah pake google veo 3 wah orang AI ubah gambar jadi ghibli wah orang AI FAAAAAAAAKKK,1927711742710239468,,,in,,0,0,0,https://x.com/undefined/status/1927711742710239468,1690507310433734657,
1927708907377406280,Wed May 28 12:49:53 +0000 2025,0,Baru aja kelar ghibli ghiblian dah nongol veo 2 ma 3 serem bet sih perkembangan AI ini ,1927708907377406280,,,in,,0,0,0,https://x.com/undefined/status/1927708907377406280,372154459,
1927636615083577559,Wed May 28 08:02:37 +0000 2025,0,Udah gw bilang kalo AI Ghibli dipake buat bikin H bapak ini pasti bakal marah besar,1927636615083577559,,,in,,0,0,0,https://x.com/undefined/status/1927636615083577559,1081815945939546113,
1927590204279578874,Wed May 28 04:58:12 +0000 2025,1,kita situationship aja yak soalnya foto profil lu AI anime ghibli,1927590204279578874,,,in,,0,1,0,https://x.com/undefined/status/1927590204279578874,1114559423832150016,
1927568179854807338,Wed May 28 03:30:41 +0000 2025,0,helooo mas dengan ava ai ghibli coba cari footage blio MERANGKUL IBU IBU SAMBIL JOGET BARENG DENGAN EKSPRESI YANG BIKIN GW TRAUMA NGELIATNYA iuwww,1927568179854807338,,,in,,0,0,0,https://x.com/undefined/status/1927568179854807338,979798266576478208,
1927295661084414373,Tue May 27 10:47:52 +0000 2025,0,@TopGlobal2Vale kerjaannya ghibli ai,1927315812538319355,,TopGlobal2Vale,in,,0,0,0,https://x.com/undefined/status/1927315812538319355,1027159240274673666,
1927239618367299784,Tue May 27 05:49:46 +0000 2025,0,jujur nulis gini udh muak karena buka sosmed isinya banyak yg pake ini ghibli generated AI pokoknya jauh deh lu gausa jd temen gw yg masi pake ginian wkwkwkwkw gw akan jaga jarak ngapain temenan sm org yg gabisa menghargai karya,1927240796010430890,,etherealbiased,in,,0,1,0,https://x.com/undefined/status/1927240796010430890,1070743712,
1927239618367299784,Tue May 27 05:45:45 +0000 2025,0,bener turn off bgt sama org mau siapapun itu yg pake AI generated ghibli klo ad duit mah bayar orang buat commis jgn pelit jd orang,1927239782439993572,,etherealbiased,in,,0,1,0,https://x.com/undefined/status/1927239782439993572,1070743712,
1927061568933515720,Mon May 26 17:57:35 +0000 2025,6,Foto Profilenya AI Ghibli Generated... https://t.co/0I4UUhMqlw,1927061568933515720,https://pbs.twimg.com/media/Gr5MSL4WEAAMUiD.jpg,,in,,0,0,1,https://x.com/undefined/status/1927061568933515720,1588574084048162816,
1926859408417366189,Mon May 26 12:45:19 +0000 2025,0,@kimkimkere @gigihprytn penyefong ai ghibli,1926982982818038179,,kimkimkere,in,,0,0,0,https://x.com/undefined/status/1926982982818038179,988445712823214080,
1924856029847929172,Mon May 26 10:19:40 +0000 2025,0,@woonhakir ketahuan pakai ai ghibli kita hajar ditempat. gitu kah konsepnya ahahaha,1926946330397602152,,woonhakir,in,,0,1,0,https://x.com/undefined/status/1926946330397602152,1122367034577211396,
1926854134994448502,Mon May 26 04:13:19 +0000 2025,1,MAMPUS MODEL GEN AI ART UDAH KENA OVERFITTING SEMUA KARENA GHIBLI AOWKAOAKOAK TERUS SIAPAPUN YANG PAKE WEBSITE INI TOLOL POKOKNYA NGAPAIN COBA? PAKE FILTER PHOTOSHOP ATAU FILTER KAMERA AJA UDAH BISA ITU NGILANGIN KUNING KUNING BEKAS OVERFIT AHAHAHAHAH,1926854134994448502,,,in,,0,0,0,https://x.com/undefined/status/1926854134994448502,1528754891300122625,
1926826560163598567,Mon May 26 02:23:45 +0000 2025,26,Lepas ramai paksa AI buat Ghibli terus kuning member sampai hari ni.,1926826560163598567,,,in,,0,1,0,https://x.com/undefined/status/1926826560163598567,1247462449722212358,
1926684570373485054,Sun May 25 16:59:32 +0000 2025,1,Lol betul la semua ai skrg tint kuning mcm ni sbb ghibli trend tu lol,1926684570373485054,,,in,,0,0,0,https://x.com/undefined/status/1926684570373485054,223843922,
1926173852930842998,Sat May 24 07:10:07 +0000 2025,1,am i the only one yang belum ikutan trend AI dari jaman ghibli sampe duyung?,1926173852930842998,,,in,,0,1,0,https://x.com/undefined/status/1926173852930842998,85000883,
1926154566392827971,Sat May 24 05:53:29 +0000 2025,5,Hahaha exactly. Post gue dicaci maki sama mereka. Sama seperti waktu kemarin seniman ngamuk2 AI bisa bikin foto Ghibli. Btw dulu gue punya perusahaan translation agency bangkrut gara2 semua klien gue sekarang pake AI untuk translate dokumen. Karena kualutasnya udah 90%,1926154566392827971,,,in,,1,1,1,https://x.com/undefined/status/1926154566392827971,212827464,
1926061698521166063,Fri May 23 23:44:28 +0000 2025,1,DH ngapa pake AI art sih ish kaga mau w like pdhl gantengan foto rilnya ajaaa heleu ngapain pake ghibli AI jlek,1926061698521166063,,,in,,1,0,0,https://x.com/undefined/status/1926061698521166063,100470233,
1925787029113070023,Fri May 23 05:33:01 +0000 2025,0,Twit nsjis dr pfp ghibli ai. Ew.,1925787029113070023,,,in,,0,0,0,https://x.com/undefined/status/1925787029113070023,1864151172908830720,
1923705054542086646,Fri May 23 04:32:31 +0000 2025,0,@txtdrimedia Berikan aku meme malas ada ai plis kakak aku ngedit foto keluarga pake ai yg ala2 ghibli gitu,1925771801109447082,,txtdrimedia,in,,0,0,0,https://x.com/undefined/status/1925771801109447082,1320295633937285120,
1925722035797348457,Fri May 23 03:44:12 +0000 2025,0,@chairmanGLC Dia cuma tahu AI generate ghibli shit,1925759642166067267,,chairmanGLC,in,,0,0,0,https://x.com/undefined/status/1925759642166067267,500819278,
1925751387624763816,Fri May 23 03:11:24 +0000 2025,0,Opini jelek udah ava pakek ai ghibli anjing,1925751387624763816,,,in,,0,0,0,https://x.com/undefined/status/1925751387624763816,244376786,
1925486752397238457,Fri May 23 00:39:28 +0000 2025,2,@KemenperinRI Opini yg tidak aneh dari pengguna pp ai ghibli kalau ga tech bro ya ga punya kesadaran sosial sadarnya mereka tuh cuman kalau nanti dikasih miskin beneran.,1925713153284866494,,KemenperinRI,in,,0,0,0,https://x.com/undefined/status/1925713153284866494,1247155588422758400,
1925710731976007698,Fri May 23 00:29:51 +0000 2025,0,apa yg lu harapkan dari user ava AI ghibli?,1925710731976007698,,,in,,0,0,0,https://x.com/undefined/status/1925710731976007698,1599452248634847233,
1925596991750644063,Thu May 22 16:57:53 +0000 2025,0,Pfp ghibli gen AI auto invalid opininya. Klo gk nanya ada loket trus nyari kerjaan gmn? Minta dicariin jokowi?,1925596991750644063,,,in,,0,1,0,https://x.com/undefined/status/1925596991750644063,3218927936,
1925587912827314435,Thu May 22 16:21:48 +0000 2025,0,AH BGST KOK ADA PAKAI AI GHIBLI ITU ORG TUAAAA,1925587912827314435,,,in,,0,0,0,https://x.com/undefined/status/1925587912827314435,1372568834809286656,
1925380331148124314,Thu May 22 15:56:48 +0000 2025,0,@onnygiri iyalagi baru ngeh kalo AI ghibli kukira tadi animasi biasa aja wkwkwk,1925581621404762504,,onnygiri,in,,0,0,0,https://x.com/undefined/status/1925581621404762504,1944874134,
1925532593581432906,Thu May 22 12:41:59 +0000 2025,0,another opini aneh dari org yg pfp nya ai ghibli herannya dapet ribuan likes lagi,1925532593581432906,,,in,,0,0,0,https://x.com/undefined/status/1925532593581432906,1303624197717987328,
1925528678525805065,Thu May 22 12:26:26 +0000 2025,0,ava ai ghibli mau kasih pendapat gaeees,1925528678525805065,,,in,,0,1,0,https://x.com/undefined/status/1925528678525805065,1275390728449880067,
1925509321452134619,Thu May 22 11:09:31 +0000 2025,0,pfp nya pake AI ghibli oalah pantesan moment.,1925509321452134619,,,in,,0,0,0,https://x.com/undefined/status/1925509321452134619,1280076279287386112,
1925455294316118398,Thu May 22 07:34:50 +0000 2025,0,Semua opini dari orang yg pake pfp ghibli hasil ai adalah invalid,1925455294316118398,,,in,,0,0,0,https://x.com/undefined/status/1925455294316118398,1477171473135505410,
1925380331148124314,Thu May 22 04:43:12 +0000 2025,0,@m3galod0ng . Soal twit aslinya ini aku ga pernah mikir orang yg nanya kak ada loker = ngemis tapi ya liat itu avatar kemungkinan AI ghibli jadi ya ra tak gagas wkwk,1925412103667732775,,ASHESIGIL,in,,0,1,0,https://x.com/undefined/status/1925412103667732775,935053250285387776,
1925382660001866013,Thu May 22 02:47:19 +0000 2025,0,87. GR Yaris FD Japan dari Evangelion Racing terinspirasi dari Eva 3 (ketahuan bgt karbitnya jir padahal udah keliatan bgt dari tulisan canardnya) 88. Ngasih ucapan Idul Fitri pake gambar ai style ghibli cik https://t.co/67YmclWgfO,1925382939640238185,https://pbs.twimg.com/media/GrhVk7KawAAe_cN.jpg,SillyActions,in,,0,1,1,https://x.com/undefined/status/1925382939640238185,1660884461259743232,
1925380016751484984,Thu May 22 02:35:42 +0000 2025,1,Maaf opini orang yang pake pfp ghibli AI aint important,1925380016751484984,,,in,,0,0,0,https://x.com/undefined/status/1925380016751484984,55787366,
1925373346075881722,Thu May 22 02:09:12 +0000 2025,0,well ava model ghibli hasil AI jd tau lah pola pikirnya. ini beneran topik yang sensitif sih jujur apalagi dibawa ke X karena kita tau pemerintah yang salah tp ttp yg dikatain pengemis cm perkara nanya loker kayak serba salah aja pdhl nyari kerja pun ga segampang itu.,1925373346075881722,,,in,,0,0,0,https://x.com/undefined/status/1925373346075881722,1336919695350353920,
1925368547313946854,Thu May 22 01:50:07 +0000 2025,2,Bali ano. Ganda ng gising nya dahil sa ghibli ai photos. Haaaays basa ang muta,1925368547313946854,,,tl,,0,1,0,https://x.com/undefined/status/1925368547313946854,326580961,
1925113337651790083,Thu May 22 00:58:16 +0000 2025,0,@LordEn0 gausah diladenin pp nya ai ghibli,1925355497806602636,,LordEn0,in,,0,0,0,https://x.com/undefined/status/1925355497806602636,997025342370926593,
1925113337651790083,Wed May 21 23:25:36 +0000 2025,0,@LordEn0 Diemin dah orang kek gini avanya aja pake ghibli AI,1925332177157521441,,LordEn0,in,,0,0,0,https://x.com/undefined/status/1925332177157521441,1689182823113273344,
1925137712237125765,Wed May 21 10:32:52 +0000 2025,0,emang ai ai chibi ghibli dll itu meresahkan banget,1925137712237125765,,,in,,0,0,0,https://x.com/undefined/status/1925137712237125765,1538862555589857280,
1925074611521392749,Wed May 21 06:22:08 +0000 2025,0,ini akun infocmhi tiap post IG banyak bgt yg pake foto ghibli AI atau hasil dari prompt gpt. media informasi ko ga ngehargain artist sih tim desainnya gamau ribet kaliya ‍️,1925074611521392749,,,in,,0,0,0,https://x.com/undefined/status/1925074611521392749,1045157310488666113,
1925037210304446546,Wed May 21 05:08:38 +0000 2025,24,@BudiBukanIntel Yak exhibit opini wadidaw yg kesekian kali dari pengguna pp ai ghibli,1925056117476147607,,BudiBukanIntel,in,,0,0,1,https://x.com/undefined/status/1925056117476147607,1247155588422758400,
1925031886780567991,Wed May 21 03:32:21 +0000 2025,0,Itu lah cukup lucu bagi saya jika anak RP membahas masalah pencurian karya sejujurnya saya juga termasuk yang menentang AI di RL.. bahkan foto ghibli yang sempat ramai saya tidak iseng sama sekali untuk ikutan ,1925031886780567991,,,in,,1,1,0,https://x.com/undefined/status/1925031886780567991,1560447606622367744,
1925019441122927009,Wed May 21 02:42:54 +0000 2025,2,#.lone LU TAU GA HAYAO MIYAZAKI MASTERMINDNYA GHIBLI KASIH HARSH COMMENT SOAL AI DI RANAH SENI. PLEASE SPARE SOME TIME TO STUDY FOLKS.,1925019441122927009,,,in,,0,1,9,https://x.com/undefined/status/1925019441122927009,1253839473013489664,
1924990509854101745,Wed May 21 00:47:59 +0000 2025,0,nahh aku coba pake gambar ituu.. pas ada AI ghibli lagi ngebooming gw kek kesel ya sampe bikin2 meme itu dan... RAME,1924990521069731885,,bubblesbombie,in,,0,1,0,https://x.com/undefined/status/1924990521069731885,1711242013453221889,
1924968590002028962,Tue May 20 23:20:50 +0000 2025,104,AI tidak lagi sekadar bisa bikin foto jadi gambar Ghibli Hari ini AI Veo3 dirilis oleh Google Deepmind bisa bikin video realistik dengan efek suara dan dialog sekaligus thread The sound of physics #Veo3 by @inbar_mosseri https://t.co/yfZHicsdX5,1924968590002028962,https://pbs.twimg.com/amplify_video_thumb/1924950076507492352/img/Wj6pF-bkwu4X3Oc8.jpg,,in,,3,8,20,https://x.com/undefined/status/1924968590002028962,35167068,
1924885775667331241,Tue May 20 17:51:46 +0000 2025,0,muak bgt liat bayu dengan segala macam foto AI Ghibli nyaaaaq ,1924885775667331241,,,in,,0,0,0,https://x.com/undefined/status/1924885775667331241,1448107285,
1924882469339431178,Tue May 20 17:38:37 +0000 2025,0,Coba pakai chatgpt. Terus dibuat rinci ya narasi cerita nya biar gambar nya sesuai gree Aku terakhir pakai AI iseng edit foto pakai tema ghibli. Fomo juga ya wkwk hasilnya bagus. Cuma mesti detail instruksi nya @Greesel_JKT48 #GreeThings,1924882469339431178,,,in,,0,0,0,https://x.com/undefined/status/1924882469339431178,1674739175344738305,
1924817586061246946,Tue May 20 13:20:48 +0000 2025,0,Jujur pengen komplain soal Ai yang bisa bikin gambar ntah ala Ghibli Pixar dsb,1924817586061246946,,,in,,0,0,0,https://x.com/undefined/status/1924817586061246946,1838191077221871616,
1924335648519118944,Tue May 20 04:38:26 +0000 2025,0,@benabdlwaheed @iyoreum tolol banget diem aja udah malu in pp ai ghibli lagi emang kontol,1924686128550183347,,benabdlwaheed,in,,0,0,0,https://x.com/undefined/status/1924686128550183347,1815024837661958144,
